,Column 0,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19
2000-01-17,157.48109689271934,350.4573981265102,379.1085774380011,267.87913258367604,127.37203977552382,161.66808211117817,198.6653045461925,211.53670403796605,180.57818546185254,190.58044373546153,236.78700579892248,276.143506941044,455.9775891681811,129.22101092734545,227.35721938637798,489.77838315630635,338.6366989647562,377.2668598546043,277.9214828007703,311.92650423099246
2000-01-18,157.40370594587569,351.30093612918176,379.75506634578244,268.004480351613,127.19974900721559,160.68015114631433,199.4145146879628,210.55988115756884,179.91495611813536,191.1624827634489,236.73310124695087,275.37329214177265,455.5327972556997,128.87177460981985,227.05165642542235,490.76045335697825,338.4954776943217,377.30320330441555,278.2824956316512,311.5045140066643
2000-01-19,157.1620673287467,352.0121294761006,380.0892067554263,268.0952377057864,126.61792215660053,159.7195205870258,198.5253050350519,209.93673659079008,180.88901714393924,191.64598137696444,235.93758691413572,276.19422844075297,455.838699700341,128.2118543780843,227.7130589807326,490.8262739056809,338.871471388639,376.3943979551867,278.0847504767708,310.94847081902344
2000-01-20,157.01101052622744,352.6086061149835,381.0758908999844,268.554294321563,126.82190359822637,158.72616788208762,199.37476556564172,209.1766993246502,180.81604975345635,190.72117498973788,236.0028902267071,276.8914137440602,454.9038930849562,127.75800081941384,228.18340626257034,491.81627080681164,338.52855074115536,376.51657307708285,277.23121507636984,311.0295477287224
2000-01-21,156.62037169450738,351.92453154241997,380.52038078209335,268.1761743431427,126.35613282606054,159.13117898232483,198.49780975557132,209.35072237378245,181.2548285525243,189.98222723727372,235.32803340871837,277.12311707281174,455.0499793557966,127.95999585954638,228.8334777621546,491.8677152339566,339.2218123011123,376.6301346944938,276.93281261740105,310.0544675069654
2000-01-24,157.55733619405004,351.56058762493916,379.5973030610496,267.4201438348965,125.73995391780709,158.68914030632692,198.6385323004909,208.9583574995575,181.00834891885916,189.11087242108945,234.48518742194005,276.4527063127287,454.539878923607,128.62174392005412,229.3057434067606,492.67530848317216,339.68967681770283,377.4282835827673,276.3915879154849,309.14071275176116
2000-01-25,157.12745838329423,352.4640183171935,380.0889256479311,267.6540003672674,126.30734046262991,159.67157446967533,198.16214833409626,208.9949489772658,181.6087430888903,188.59280439001054,233.99367939830464,275.74819555518576,455.18932079980226,128.48429808886078,229.34062792838364,492.7835714561644,338.94922879963707,377.8210273837603,276.2224578813065,309.4117168637735
2000-01-26,157.99828036630575,352.0325911668554,379.7303979726601,267.65764080879404,125.83498085136277,159.87502217462577,198.37486197076973,209.7279482266216,180.9590187484163,187.88526801529514,233.0715409501741,276.6867178268842,454.3527269135208,128.30941637768592,230.09865211666906,492.5994025632739,339.4459698501863,377.3072222184563,275.44141664434864,310.37120302306596
2000-01-27,158.03871083922266,352.657475102745,379.34178833052255,267.14728034460563,125.53108673663417,159.0294698728335,198.61956004480263,210.37272971809583,181.90761089792227,187.06558316945984,232.61204677860206,277.1983412432535,454.88758120941395,128.88608558010026,229.792969649222,492.160390818327,338.9413316494995,377.3715341106731,275.85360396971726,309.4035797216793
2000-01-28,158.4485221756525,352.05386388211144,379.669251267948,267.4744438182477,125.28283286398359,159.98642715787446,198.20413929771541,209.86367418181635,182.77407527721255,186.2960397557476,231.98504960156677,277.17165358624965,455.0598039834396,129.19852366938844,229.86490563348204,492.4486882621092,337.9610662231078,377.0446698697774,275.68357552060434,310.0665185421393
2000-01-31,159.2566020162758,351.207463080626,378.7150399183044,267.1553526321695,126.00185491847985,159.88729101224024,198.95046433740083,209.23507792441197,181.90558156367132,186.53749216224608,231.20911845905272,277.0217519174594,454.9420933980298,128.51822627531914,230.19068291009353,491.5602280161128,337.8307296959846,377.03267791891466,275.1206210553972,309.9422455731541
2000-02-01,159.06229139625344,351.6504454288128,377.8526943624781,267.93246544082984,126.7402399572073,160.44712270715337,198.6035858291301,208.73689345804107,181.89977664885666,186.27071852015177,230.7287929855082,277.7974899551199,455.02238815794976,129.37427272725918,230.525939054948,491.4686788636455,337.34245463815614,376.60474600804105,275.8797963566855,309.8919364103825
2000-02-02,159.87626271827017,351.47058260783393,378.0542237653654,268.4541370325429,126.14419420117653,160.62625587438131,198.4716137569435,208.20588544037463,181.58642138211928,186.26522721411075,231.5639821025324,277.90187117148395,454.77435291866266,128.3909426944127,230.02607966096764,492.24677676950256,337.4804717217641,375.61018342886763,274.912881496338,309.9107542298799
2000-02-03,159.46738261757082,351.48145638670184,378.6688163991482,267.68596512656916,125.45296563169485,160.4720852544659,197.84835252094877,208.9340600461704,182.16824434289322,186.75892690520095,231.7177577808725,277.66905278971586,453.87683584253125,127.60087137357694,229.06268512601886,492.4489157939684,336.5503867916038,375.4179026201463,273.9457863112546,309.41109125302114
2000-02-04,159.53758955074193,351.9261803898324,378.3963462698966,268.07869783750044,124.52138993780049,160.46222936686786,198.09597191369286,209.0628278615829,182.1589984504307,186.5681175990577,232.64703777798687,277.09435224626185,454.3546499380578,127.75714803099166,229.4926466621356,493.39798689169345,335.86820503917284,374.7706068891395,273.8662087530318,310.3850914544241
2000-02-07,160.44863606316991,351.1182702666298,378.08371753143996,267.31821484495197,124.9101934056591,159.92961688811343,197.62026058986734,209.2615942317558,182.39648531778667,186.67928076439804,233.4120574276714,276.491366508066,453.479772947438,127.99080373538122,229.2309369732827,492.5303723346896,335.4225541767913,374.09563183416066,273.2226532934241,310.8999344374096
2000-02-08,160.38417351370293,351.9601779587962,378.7481081938486,266.5339828230637,124.35336439287755,160.87042775338753,197.02609356174696,208.8003459850608,181.67399188735135,186.79162650234446,233.11052829438643,276.13432906864955,453.84163983070255,127.33761378462034,229.0337252769325,491.89240113592,336.03104006303215,374.7448226686236,272.5511590375303,310.3738874890503
2000-02-09,160.26745447501074,351.87370745589413,379.50710451495246,266.7334641964102,123.87734944727414,160.39739308348643,196.04705881319688,208.3932897301547,182.33469164102934,185.86554289100454,232.8713869574148,276.3123031175946,453.25156529642436,127.66299141486702,229.8889084559675,492.4542118289755,336.14617720590593,374.9954913022417,272.5326959655097,310.99536964111184
2000-02-10,161.23424109815033,351.305302716666,380.3669571718409,266.77574723750405,123.1213032340474,161.0510285284367,195.2691377340861,209.18393381548705,182.63676416098613,185.31875829523142,231.980871224644,275.3878610010695,453.6743267657284,127.27319587161978,229.3624081738135,492.87850950638466,336.5072197248503,375.0705488272306,272.1261579582979,311.56793672163735
2000-02-11,160.98816735221985,352.0904701821159,379.6293383428157,266.62801989211647,122.75417933925839,161.8192789990168,194.46027921356762,208.40176552390335,183.59395372831847,185.9215337329591,231.1275050566274,275.21743880573825,454.256902453317,127.00623961123593,229.33360212010354,493.65881372891175,337.4501546238397,374.38260675406207,272.1850287671192,310.8814320041907
2000-02-14,160.4752077027205,352.7160302959586,379.64868564914997,266.49948007021715,123.41374205355764,162.07497391589945,194.14285549011743,209.2517684830115,183.4116712972423,185.28808583712137,230.656833287898,274.81655151991083,454.3925181661523,126.80758912205691,229.89573247538598,493.171053068087,336.4809935776734,374.62377274064517,271.18754984516426,311.59133225431174
2000-02-15,159.83124651251603,352.1932474433427,380.15608330572593,266.94323342473604,123.67901553951047,161.2206658572662,194.8634295636088,209.53863652160425,183.55119858236097,185.47343460407242,229.93046627502457,274.8075695882835,454.32418867145884,126.9726871661043,229.59913123068748,492.76578053828837,336.03319420256685,375.03960519470013,271.3097798254112,311.20389049941554
2000-02-16,159.59278866041217,352.8874927916136,379.40149572079633,267.87972383099446,122.9559395319726,161.57786159737464,194.76507758953463,209.9866584515411,182.6724176769628,185.56561848986127,229.7712440447331,275.4388842093226,453.85175728058107,126.95362494252348,229.60935475536712,492.64160238035754,337.01261949315295,374.09112085479137,270.8048369084243,310.3257645793881
2000-02-17,160.09886514789645,352.7288265765157,380.16503252361605,268.44095334960343,123.67469295499434,161.97131553923228,194.71604298066316,209.79425805428465,183.11476723846437,184.88855723699467,230.3132258012367,274.71895638231047,453.87596919801183,127.29922751333726,229.07352865073693,491.87967090644236,336.926522991024,374.2553738734508,270.8807917413557,310.274098975354
2000-02-18,160.83633597755372,353.5679079243279,381.16163821897084,268.76674054520544,123.3064492928536,161.67359197305817,194.14955638291937,210.59637307637618,182.35842992004154,185.27101380549962,229.65137520534202,275.6812570288403,453.50710731199064,126.33112083005628,229.15740147028336,492.0411885060268,336.82719829493107,375.1698480424784,270.5712674827275,310.68907574129605
2000-02-21,160.71801937472588,354.3176755963398,381.91442251817335,269.6031954205799,124.13714042503243,161.26252523115662,194.1362284875484,210.90397971597827,182.47283939654457,185.201742838807,228.83313014949147,274.7885616759741,452.9044707276801,126.96226999801218,228.80726029961804,492.9350218270574,336.2608699043672,375.32023844713297,269.92908836373863,310.63067758645866
2000-02-22,161.55873044970025,353.3377464135404,381.2310982432496,269.96880034627924,125.05330638429074,160.2819640786026,194.6154463720203,211.69906262303746,183.23564394840665,185.34248189668386,228.63307623375783,273.93721990905556,453.4805874534703,125.96809742432025,228.9698716892907,493.64890521266426,336.30903419132113,375.53979919718665,269.05885991029857,310.31229300000473
2000-02-23,161.73029541567027,353.33993164452954,380.4162877957753,269.86655864019883,125.2902693227227,159.831843026814,194.0864762090786,212.34281222395194,184.1295165844521,185.17497599308126,229.10322318526784,274.7809486073661,452.83833644561435,126.50498399284233,228.84794294093828,492.7169465225369,335.4104327926746,376.3463079037321,268.8035559808703,309.50105560387436
2000-02-24,161.14687467187056,353.7670525601382,381.16334355798267,270.2453260500816,124.4524519419659,160.74776113945134,194.45223020476877,213.33201425798566,184.234012450899,186.11842862938292,229.9269419115202,273.8344436563885,453.57250098893627,125.76757041635051,228.6383029810908,492.98229957924525,335.3172103770748,376.2330254333853,268.52498611897033,308.7531393935742
2000-02-25,161.47171291834215,354.19166059664514,380.6448637920199,270.9559892005405,123.89379877227027,161.10818711953985,194.7305405349316,212.34313924602867,184.73162926989218,186.6098371109633,228.96970052039313,273.3954952499108,454.024128179986,125.5102992415703,227.74294119490398,492.64875281620095,335.37173646550866,376.0277575572101,269.3652137271404,308.5331300731549
2000-02-28,161.44108986449876,353.96997627015105,381.15723768181635,270.9275083669184,124.44298038813214,161.80754186415822,194.7949818652404,211.35936225918798,184.22616306952628,186.4857637127462,228.23774571535188,274.2488035218887,453.06601544679467,125.71923474335217,228.68507526279095,492.5023081917864,335.31481481946537,376.37004297511385,268.6412680983453,307.7511679135098
2000-02-29,160.69422468711204,354.022643918446,382.08388531178025,270.6380983099703,124.68550459793305,162.25482312276912,194.86823796572077,210.49789824854838,183.6446358876137,187.35208414224556,228.22098026870475,274.3922719042805,452.0675573125744,126.33235529857205,228.66992901365913,492.29292646638436,335.3399030115991,376.6546837201647,268.52484125610664,308.7250574775455
2000-03-01,160.653800573943,353.7655301378993,382.8484758326035,270.0141711665988,123.81034169268042,163.04601343141073,194.6381928231481,210.27342129406287,182.98392211509622,186.86667725350213,229.20477980627817,274.70112106837314,451.123956063838,127.24204176671041,228.2681234688382,492.7527351471325,335.5545517556834,377.6352246708713,269.3293329374506,309.265339439287
2000-03-02,160.96601925366969,354.08296099557987,383.08263782894613,270.3502136476444,124.36360824169377,163.12943279285997,195.53900382158724,210.4028687258837,182.5227405624454,186.05276292169313,229.07529171933203,274.86822767231996,450.371664638376,128.14557966780043,227.4319519885308,492.3356527975816,336.09634176750683,377.37356089196976,269.66271692827405,308.41852919301004
2000-03-03,161.27644586448025,354.1333690465883,383.9222154218688,270.2436327006168,124.009261463252,162.6089202577765,196.52050649900366,209.50262821953356,182.44183955109506,185.32262736286512,229.45826779643164,275.46054332939957,449.78212296134797,128.6253594774415,226.4337443530856,492.26491168034886,336.8159492067594,377.32606500666236,269.7312249856735,307.90659230104234
2000-03-06,161.26154770654685,354.0747343603222,384.3857673808983,270.84980042441566,123.0610578407404,163.1151800673427,197.4249331885188,210.07753973279102,182.93126279060152,186.10038266535804,230.09488388361424,274.87414156282273,449.3199004566559,129.6042852196696,227.21272978107072,492.62234463716374,337.51165299057243,377.92126554251655,269.4682380076625,307.93399951558996
2000-03-07,160.4370455895533,353.87329988721564,385.26682358471027,270.55543993210347,123.29981719875808,162.16012244697615,198.36755303078078,209.13026946695024,182.5730621928963,185.57630657753947,229.1875402756541,275.26186689897867,448.499584768696,130.44564429196436,227.8592056921816,493.56539893054554,337.4594702233158,377.1333171384043,269.4837023156656,308.57767173365363
2000-03-08,160.25903250098924,354.8342951337806,385.3780251121959,270.7807252105961,123.02907409181203,162.96734766465937,198.37635201300853,209.42362400075646,182.0572405456903,186.09213831857502,229.19109732828264,275.5288326426935,449.3323620922609,130.95802610565173,228.09264392534845,492.78622973490707,338.45446718934994,377.3572619769345,270.13665006850266,308.24528704829424
2000-03-09,160.7319145805979,354.8010799723334,385.89258033205925,271.5915110370183,122.68985084126754,162.23307982460253,197.46629151744392,208.86384357331,181.33407362669314,185.58966179162067,229.01291539859318,276.1694867483403,448.94405588302794,131.3367486228536,228.75005673455487,493.67817309133824,338.66359748506454,377.3176783530805,269.5987390991355,308.14215011545616
2000-03-10,159.77724820492094,354.1315976161268,385.444434696112,271.50905338338754,122.93669914222963,161.29478485901174,196.78323804721362,209.45964194430755,181.97229386902794,185.4699182027965,228.9078751792785,276.13608215099987,449.52614444702533,131.85015317794887,227.85709332438861,492.765468009866,338.1087635726383,376.70031341693453,269.66562894400164,307.2634666781757
2000-03-13,159.3967909137022,354.6083824413636,385.2415262947353,271.0842605232001,122.82921535364204,161.80482709967535,197.14904889383612,208.89345149179456,181.84379435441008,185.8424604335561,228.72020647803325,276.4230434995361,449.6782605137439,131.96998695611887,228.5669592462307,493.5310119130979,337.61163617239754,376.3991073464109,268.713572106266,307.905137419866
2000-03-14,159.07526022409905,354.6498662296998,385.91257289822806,271.6807463258325,122.95308772428515,161.5418423831932,196.54377889535212,209.59923562308205,182.02015873265105,186.03435032790009,228.0004531352303,276.71297631160104,448.7289109858284,131.6662742294816,229.3209914170417,492.9511504773435,336.6338918450374,375.40215544170036,268.6510958528684,307.0959443184367
2000-03-15,158.24953264231274,354.303103869036,386.1599380204734,271.59982169953383,123.30652775117417,161.4313105238923,196.45536913160436,210.07154916893762,182.75420509676982,185.72897280099687,228.76176306415377,277.44327113678384,448.6684362102614,130.87104972279758,229.18955700751272,493.71387597521505,335.918146537692,375.9064880722226,268.22360467458816,306.3091938938341
2000-03-16,158.10981135571802,354.0024633261873,385.72078248008745,270.9639346175837,122.39904852236346,160.7321649194981,196.037437537242,211.06347670662407,182.53670950008905,185.2178143550944,228.97464616696234,277.8457459881837,447.8195437876563,131.57918610115124,228.6105783897252,493.58620537052525,335.3171162229562,376.57814784955866,267.84395131487054,306.2315403497946
2000-03-17,158.96018346628946,353.9548041336872,385.36547770819044,270.71760807306356,122.37081583460223,161.33928129202218,196.07830507964402,211.48496003845452,182.28435736414053,186.0286260492703,229.3405483355665,277.9937070110059,447.2307240795696,131.82803684589302,228.439530536415,492.95964732217817,334.7530349201134,376.12151322350826,268.3979715153595,305.59330255724115
2000-03-20,158.32994405905245,354.89975579785335,385.2332014465673,271.0755039466408,122.91871227005723,160.7245497210657,195.71133875374102,210.86729463023076,182.80583464544836,185.16640435077085,229.99869620492825,277.0088519955344,447.6268137976538,131.21177818761586,227.9263792010953,492.5223576687024,334.95376222435493,377.0769116910426,269.3642426717869,305.8467325778374
2000-03-21,157.7116893969919,355.70990393749406,386.2330971287217,271.8309499664956,123.00149495687765,160.32747093609103,194.90560629862648,210.26070099642376,183.25357995025863,185.19551764794355,230.85611618047457,276.6098946808756,448.5524525495919,131.0634387921151,227.0750357417803,492.090491034336,335.664221030739,377.09592615788216,269.8581247688138,306.7562192104731
2000-03-22,157.72862793299538,354.80012487435295,386.59997548215995,272.7542999526298,123.84617835490518,160.55225338180202,194.9583564349982,210.7233202509775,183.38873997507534,185.27146898485546,230.9147207001561,276.63422561408794,447.812745564817,131.3557074056408,226.18831961679834,492.9036153972344,336.6526766561815,376.8697106663374,269.763134860493,306.32238225689815
2000-03-23,158.56108434434842,355.22189330448464,385.7631504978334,272.7425892827405,124.0843435046566,160.891657681091,194.52746173143498,210.84306110833967,183.89996472825095,186.22228615241633,230.04309346719626,277.34638299249104,448.6318102415188,131.8193280226248,225.57770219245242,492.4645952102644,337.11444981846984,376.48370800325233,270.3452512313645,306.54049462449484
2000-03-24,158.58551156657742,355.9593817186943,384.9914016424786,273.1969284670911,123.74912185058702,161.17593968676118,193.90196552287588,211.7774858210789,183.9573934110375,186.0456097161266,230.6230737085946,278.22714806095803,447.8794439334905,132.45502271179566,225.7650272274731,491.90560257775763,336.98004047354135,377.03149434639823,271.26892097678285,306.28375504943034
2000-03-27,158.69465981598182,355.90281432022147,385.15764002067124,272.5401058645349,123.77664555297098,161.06651199533437,193.6169165666507,210.93100672945943,183.8070408671285,185.0784291659115,231.54498746527506,278.6745713232112,448.84378496944765,132.63282376668334,225.1968802980561,491.93393222240326,337.2491623367682,376.88180524578047,271.74476499692315,306.3945785193349
2000-03-28,158.60255684040715,355.73682727909875,385.0872995060606,271.9889575198173,122.81850639775979,161.16896685029238,193.6974541197023,210.14792175587306,184.11338747776702,185.22198625055128,230.65945059105752,278.74332507651957,448.5628988003557,133.098474547991,225.540236015525,492.5205684650363,337.4825700437699,375.97453953596647,272.605207192814,305.9044660631853
2000-03-29,158.41544728759442,356.64893240358293,385.61562710763434,271.1178068315021,123.46865920894106,160.34756316847972,194.13812977827035,210.18496265256047,184.8344457301115,184.42209782581872,230.62828495198957,279.6557766461934,447.82813977350895,133.36855902128022,225.09814529700478,493.273579897031,338.41720938431206,376.8829988288123,272.5097871560261,305.82049886690584
2000-03-30,158.5653185099367,356.5701385689995,384.9594683259048,270.46858230025913,124.13447016651733,160.95788378320725,194.50522796690726,211.10841661437706,185.2159425465172,183.8037829014455,231.43772352957473,280.3026134785616,447.7102929505635,133.12294856308495,225.55200327562875,493.9958000233028,337.7080351584883,376.3078403315176,271.5151681100327,304.97240843464203
2000-03-31,158.96789890219824,357.228098475164,384.23317380386,269.7366727032012,124.71501357322184,161.23506369651034,194.14041891101752,211.45210009140544,186.0362621274883,184.15761117305925,230.93667885033017,281.13649347642263,448.0030166345457,132.90705300474903,225.97206606333827,493.5137837855211,337.4464302158181,376.67956586543437,272.14836902355,305.6555170042767
2000-04-03,158.49287077124438,358.21493366646547,383.90551202316846,269.0440176400379,125.36219443920825,161.11224181564077,193.42746727116594,211.0507490199826,185.1417605519656,183.44293046042125,231.3963300238691,281.4379530188307,448.5286104001662,133.04765929045374,225.0583839721953,494.3391836434019,336.98444596246003,376.806786014808,271.8786927012241,305.0042506546297
2000-04-04,158.3830593103824,357.7137918019205,384.48071145946807,268.32714610002785,125.42225058389639,160.51561032885002,192.51889800537353,210.15141645313224,185.95301923895246,183.7076948362663,230.87399495188066,281.06423306498976,447.7982268166107,132.0638505453054,225.24561818213328,495.2368389710484,337.54631820231896,376.1753988607268,272.3572773805177,304.9991684512623
2000-04-05,157.48206175058127,358.21628950828415,384.9912106529071,268.83670928879434,126.35930352257616,160.3075290014334,191.70281652690156,209.93839219519316,186.62098788506174,184.6700972743724,230.55887167298698,281.9908881552718,447.49099777671034,132.0954394653127,225.6775889441078,495.91033438132075,337.8790980262132,375.38496992492253,273.2826763478802,304.8813895458293
2000-04-06,156.5297993255208,357.8276644807358,385.9098239174351,269.4949892872055,125.53222335707984,160.0624577583068,191.74232673646398,209.83231613056415,186.68407040384437,185.5805174522683,231.51131176854932,281.2896108836829,446.6594618508494,132.79992674142613,226.13969104539316,495.0012835857392,338.09330945193716,374.5270619509254,274.26374831385925,304.34467071872103
2000-04-07,155.94948752107612,357.24901628042807,385.80963600122504,269.32893205165306,124.89732720749507,159.4135080413798,191.54893520281382,209.03257671569713,185.90742332436258,186.03396388574967,230.8604614125512,281.54614275757785,446.8547659091766,133.74139165772408,225.31920637530575,495.8844199432484,337.21845110804617,373.6837149752246,273.8653286794192,304.8834333311041
2000-04-10,155.6305957937978,357.01877469661474,385.30587861231936,269.39933739717117,125.47996128119757,158.91548271935733,190.87153605848653,209.11159377891843,185.99740854049875,186.59155168456203,231.67911730779673,281.1340756059912,446.0749991392374,134.61967086005185,225.84086506344366,495.57923524594776,336.5842831403471,374.0999553467785,274.5223335646866,303.98080931010077
2000-04-11,155.89476112053097,357.2960635279207,385.59639645659655,268.45921177568056,125.9276966145686,159.37271076207546,191.17788966869696,210.09925123388436,185.86345124910517,187.15956153056734,232.1229983128738,281.69713773935274,446.18947548551336,133.70196116164433,224.97312331726866,495.7729421476834,336.7142215595931,373.81213842647895,273.83791834784665,304.7761911914828
2000-04-12,155.92080942495085,356.4636409565125,385.7676138169315,268.06040858107195,126.39513858040416,160.0523418174482,190.6131205966006,210.7991628737559,186.7386777269366,186.19417532923606,232.02976699157244,282.2641696858997,446.9561689976296,133.96333533782013,225.42148546784105,495.8396787106601,336.3786227889968,373.08986481572026,274.8103496783049,304.3625975052383
2000-04-13,155.8645244356809,356.2064477173182,385.8718934810369,267.37296315547843,127.33299184805949,159.84614413605811,190.6319081662679,211.36978260654556,187.33573046147202,186.31030460954025,232.54175369141674,281.45931706751406,446.12948248411954,133.32727137373197,225.4736436443844,496.4017444597614,336.4035992400075,372.46049920760794,273.92090399949416,304.9810361928771
2000-04-14,156.4890668396349,357.06014314281055,386.2338806756532,266.93748742855746,127.76035973690215,160.32133851154143,189.73586747236016,211.10592088611804,187.84003365707747,186.20531321302929,231.88529292976824,281.55146788334235,445.4177385447273,133.8529315310441,225.11965409734017,497.13072014814514,335.5181094530139,371.8174072863185,274.72392812237814,305.0646261124735
2000-04-17,157.2317622608843,356.45951577393805,387.1123959565576,266.64060885237257,127.7537504797033,161.27120267070447,189.7976202956836,210.67249635050845,188.04643138539666,187.0692495253091,232.7622854778234,282.2873595985559,445.2397710165956,134.39089659047286,225.41737636307664,497.09592034489333,335.8249657391386,372.1014129085157,274.15660262750356,304.69395991034014
2000-04-18,158.00167813366335,356.514914722907,387.6379414844614,266.7691365941214,128.1793124624651,161.86816550710645,190.15852546997047,211.59130682921395,187.060359004218,187.7725817627067,233.1300154241437,281.2956995129214,444.51944225588414,134.48962677602694,224.54143861411342,498.0610986156756,336.3711390685634,372.702411053995,273.28875146799754,305.16375632829056
2000-04-19,157.45427475807256,356.8256215965589,386.92539273317783,267.2396396605218,127.85905335514072,162.59243654249548,189.50492517870177,211.37064803061955,186.77505130198023,187.69064996555423,233.5754126712476,280.820253666754,443.956288507929,134.7486554585561,224.13624299499156,497.9616253874442,336.01552417543917,372.6868549792268,272.57400865530775,304.71474805764274
2000-04-20,157.24835089357083,356.46807199499705,387.73233390701483,266.29118282140735,128.57968260529051,162.09326599801537,190.38672232295548,211.1701626356568,187.6645383100253,187.4125892528681,233.60976436898085,280.7544093489084,443.8837132845257,135.63788889210778,223.3661887383087,497.1866230693184,335.11083862854406,372.95817530371505,272.76314431648484,304.8558180669291
2000-04-21,157.28971044969796,356.6278302918185,387.6742819597473,266.3008371852937,129.2242230995174,162.40169789564195,190.72457316176235,211.37669551987796,187.52459076824672,187.76328275140835,232.992367569622,281.4279321627862,444.766019159133,135.6281847960297,222.3830160836456,497.10285469268075,334.4977481946669,373.8428611001836,273.5964766215905,305.5913046241755
2000-04-24,156.84206105228134,356.48720946909,387.3747212206061,265.45224034146844,128.90143585075938,162.55696460173968,191.53990680664603,211.0160268719571,186.5590658748791,187.70975860834787,233.3428483954747,280.94027007116557,445.3193747234399,135.9892074787917,222.08433684453522,496.1714357802948,334.06599193530167,374.66535355840756,273.43611902989176,305.5544296277121
2000-04-25,157.6469175615635,356.411789926098,387.8872855523638,265.65056519426486,129.2316919370943,162.75744711749434,191.56722008917765,211.76961469194185,185.57821125560068,187.17534067564583,232.54722711589616,281.6612974320937,444.43259222228625,135.74584399058398,221.18482760144315,495.9045328593155,334.6138532330413,373.99473933326504,274.38751857186344,305.13089473194964
2000-04-26,157.9411547763784,356.084849183049,388.40864397729615,266.2795825268622,129.18129211220375,163.6130940217043,191.12644230044071,212.7259161922284,186.45317061671403,186.35880453756357,232.57140168334422,282.10967176941375,444.6396365750135,135.289453803187,220.60957255387007,496.4344831287691,333.76665701017697,374.657042143817,274.4544510323838,305.13738522585015
